"","syntax","text","order","preposition","mainform","mainfunc","subform","subfunc","transitivity","vendler","context"
"790","adverbial","narrative","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"791","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","accomplishment",NA
"792","adverbial","narrative","before","gwedy","NP","P","PP","G","intransitive","activity",NA
"793","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","activity",NA
"794","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","activity",NA
"795","adverbial","historic","before","gwedy",NA,NA,NA,NA,"either","achievement",NA
"796","adverbial","historic","before","gwedy",NA,NA,NA,NA,"either","achievement",NA
"797","adverbial","historic","before","gwedy","NP","S/A","PP","P","intransitive","accomplishment",NA
"798","adverbial","historic","before","gwedy","PP","P","Posspro","Poss","intransitive","activity",NA
"799","adverbial","narrative","before","cyn",NA,NA,NA,NA,"intransitive","achievement",NA
"800","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"801","adverbial","historic","before","gwedy","Pro","S/A","PP","G","intransitive","achievement",NA
"802","adverbial","historic","before","gwedy","Pro","S/A","PP","G","intransitive","achievement",NA
"803","adverbial","narrative","before","cyn",NA,NA,NA,NA,"transitive","achievement",NA
"804","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"805","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"806","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"807","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"808","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"809","adverbial","historic","before","gwedy",NA,NA,NA,NA,"either","activity",NA
"810","adverbial","narrative","before","gwedy",NA,NA,NA,NA,"intransitive","state",NA
"811","adverbial","narrative","before","gwedy",NA,NA,NA,NA,"intransitive","state",NA
"812","adverbial","narrative","before","gwedy",NA,NA,NA,NA,"intransitive","state",NA
"813","adverbial","historic","before","gwedy","Verb","S/A","PP","G","transitive","activity",NA
"814","adverbial","historic","before","gwedy","NP","S/A","PP","G","transitive","achievement",NA
"815","adverbial","narrative","before","cyn",NA,NA,NA,NA,"transitive","achievement",NA
"816","adverbial","narrative","before","gwedy",NA,NA,NA,NA,"intransitive","activity",NA
"817","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","state",NA
"818","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"819","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"820","adverbial","historic","before","gwedy","Pro","S/A","PP","G","transitive","activity",NA
"821","adverbial","historic","before","gwedy","Pro","S/A","PP","G","transitive","activity",NA
"822","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"823","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","state",NA
"824","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"825","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"826","adverbial","historic","before","gwedy","Verb","S/A","Posspro","S/A","intransitive","achievement",NA
"827","adverbial","historic","before","gwedy",NA,NA,NA,NA,"reflexive","achievement",NA
"828","adverbial","narrative","before","cyn","PP","G","Posspro","P","transitive","activity",NA
"829","adverbial","narrative","before","gwedy",NA,NA,NA,NA,"intransitive","activity",NA
"830","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","activity",NA
"831","adverbial","historic","before","gwedy","Pro","S/A","PP","G","transitive","achievement",NA
"832","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"833","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"834","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"835","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"836","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"837","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"838","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"839","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"840","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"841","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"842","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"843","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"844","adverbial","historic","before","gwedy","NP","P","Posspro","Poss","intransitive","achievement",NA
"845","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"846","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"847","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"848","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"849","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"850","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"851","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"852","adverbial","historic","before","gwedy","Posspro","Poss","Posspro","S/A","intransitive","achievement",NA
"853","adverbial","historic","before","gwedy","PP","G","Posspro","Poss","intransitive","achievement",NA
"854","adverbial","historic","before","gwedy","PP","Poss","NP","S/A","intransitive","achievement",NA
"855","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","activity",NA
"856","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"857","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","accomplishment",NA
"858","adverbial","historic","before","gwedy","Posspro","Poss","PP","S/A","transitive","accomplishment",NA
"859","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"860","adverbial","historic","before","gwedy","Verb","S/A","PP","G","transitive","achievement",NA
"861","adverbial","historic","before","gwedy","Pro","S/A","Posspro","P","transitive","activity",NA
"862","adverbial","narrative","before","cyn",NA,NA,NA,NA,"intransitive","achievement",NA
"863","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"864","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"865","adverbial","historic","before","gwedy","NP","S/A","Posspro","Poss","intransitive","achievement",NA
"866","adverbial","historic","before","gwedy","PP","G","NP","S/A","intransitive","achievement",NA
"867","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"868","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"869","adverbial","historic","before","gwedy","Pro","S/A","NP","P","transitive","accomplishment",NA
"870","adverbial","historic","before","gwedy","Posspro","Poss","PP","S/A","transitive","achievement",NA
"871","adverbial","narrative","before","cyn","Pro","P","PP","G","transitive","activity",NA
"872","adverbial","historic","before","gwedy","Verb","S/A",NA,NA,"transitive","activity",NA
"873","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","state",NA
"874","adverbial","historic","before","gwedy","Posspro","P","Posspro","P","transitive","activity",NA
"875","adverbial","historic","before","gwedy","Pro","S/A","Posspro","P","transitive","activity",NA
"876","adverbial","historic","before","gwedy","NP","S/A","PP","P","transitive","activity","P=S/A(UP)"
"877","adverbial","historic","before","gwedy","Posspro","P","PP","S/A","intransitive","state","P=S/A(UP)"
"878","adverbial","historic","before","gwedy","PP","P","PP","S/A","transitive","activity","P=S/A(UP)"
"879","adverbial","historic","before","gwedy","Posspro","P","Posspro","S/A","intransitive","achievement","P=S/A(UP)"
"880","adverbial","historic","before","gwedy","PP","P","Posspro","S/A","intransitive","achievement","P=S/A(UP)"
"881","adverbial","historic","before","gwedy","Pro","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"882","adverbial","historic","before","gwedy","PP","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"883","adverbial","historic","before","gwedy","Verb","S/A","Posspro","S/A","intransitive","achievement",NA
"884","adverbial","historic","before","gwedy","NP","S/A","Posspro","S/A","intransitive","state",NA
"885","adverbial","narrative","before","gwedy","NP","S/A","PP","S/A","transitive","achievement",NA
"886","adverbial","historic","before","gwedy","NP","S/A","PP","S/A","reflexive","activity",NA
"887","adverbial","historic","before","gwedy","NP","S/A","PP","S/A","reflexive","activity",NA
"888","adverbial","historic","before","gwedy","NP","S/A","PP","S/A","transitive","accomplishment",NA
"889","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","either","accomplishment",NA
"890","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","reflexive","achievement",NA
"891","adverbial","narrative","before","gwedy","NP","S/A","implizit","S/A","transitive","achievement",NA
"892","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","transitive","achievement",NA
"893","adverbial","narrative","before","gwedy","NP","S/A","PP","S/A","transitive","achievement",NA
"894","adverbial","narrative","before","gwedy","NP","S/A","implizit","S/A","intransitive","achievement",NA
"895","adverbial","narrative","before","gwedy","Verb","S/A","PP","S/A","reflexive","activity","S/A=S/A(UP)"
"896","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"897","adverbial","narrative","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"898","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","accomplishment","S/A=S/A(UP)"
"899","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","accomplishment","S/A=S/A(UP)"
"900","adverbial","narrative","before","cyn","Verb","S/A","Posspro","S/A","intransitive","activity","S/A=S/A(UP)"
"901","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","state","S/A=S/A(UP)"
"902","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","state","S/A=S/A(UP)"
"903","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","state","S/A=S/A(UP)"
"904","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","state","S/A=S/A(UP)"
"905","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","state","S/A=S/A(UP)"
"906","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","intransitive","accomplishment","S/A=S/A(UP)"
"907","adverbial","historic","before","gwedy","NP","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"908","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"909","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"910","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"911","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"912","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"913","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"914","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"915","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"916","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"917","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"918","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"919","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"920","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"921","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"922","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"923","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"924","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"925","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","intransitive","achievement","S/A=S/A(UP)"
"926","adverbial","historic","before","gwedy","Verb","S/A","NP","S/A","intransitive","activity","S/A=S/A(UP)"
"927","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"928","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"929","adverbial","historic","before","gwedy","Pro","S/A","NP","S/A","transitive","activity","S/A=S/A(UP)"
"930","adverbial","historic","before","gwedy","Verb","S/A","NP","S/A","intransitive","achievement","S/A=S/A(UP)"
"931","adverbial","narrative","before","gwedy","Verb","S/A","Posspro","S/A","intransitive","achievement","S/A=S/A(UP)"
"932","adverbial","narrative","before","gwedy","Verb","S/A","PP","S/A","intransitive","achievement","S/A=S/A(UP)"
"933","adverbial","historic","before","gwedy","Verb","S/A","NP","S/A","intransitive","achievement","S/A=S/A(UP)"
"934","adverbial","historic","before","gwedy","Verb","S/A","Posspro","S/A","intransitive","achievement","S/A=S/A(UP)"
"935","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","intransitive","achievement","S/A=S/A(UP)"
"936","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","accomplishment","S/A=S/A(UP)"
"937","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"938","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"939","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"940","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"941","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"942","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","accomplishment","S/A=S/A(UP)"
"943","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","accomplishment","S/A=S/A(UP)"
"944","adverbial","narrative","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"945","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"946","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"947","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"948","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"949","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"950","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"951","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"952","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"953","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"954","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"955","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"956","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"957","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"958","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"959","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"960","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","either","accomplishment","S/A=S/A(UP)"
"961","adverbial","historic","before","gwedy","Verb","S/A","Posspro","S/A","transitive","activity","S/A=S/A(UP)"
"962","adverbial","narrative","before","gwedy","Verb","S/A","PP","S/A","intransitive","state","S/A=S/A(UP)"
"963","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"964","adverbial","historic","before","gwedy","Pro","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"965","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"966","adverbial","narrative","before","gwedy","Pro","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"967","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"968","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","state","S/A=S/A(UP)implicit"
"969","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","intransitive","accomplishment","S/A=S/A(UP)implicit"
"970","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","either","achievement","S/A=S/A(UP)implicit"
"971","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","either","achievement","S/A=S/A(UP)implicit"
"972","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","transitive","state","S/A=S/A(UP)implicit"
"973","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"974","adverbial","narrative","before","gwedy","PP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"975","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"976","adverbial","narrative","before","gwedy","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"977","adverbial","historic","before","gwedy","PP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"978","adverbial","narrative","before","gwedy","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"979","adverbial","historic","before","gwedy","Pro","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"980","adverbial","historic","before","gwedy","PP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"981","adverbial","narrative","before","gwedy","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"982","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"983","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","intransitive","state","S/A=S/A(UP)implicit"
"984","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","transitive","accomplishment","S/A=S/A(UP)implicit"
"985","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"986","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"987","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"988","adverbial","historic","before","gwedy","implizit","S/A","Posspro","S/A","intransitive","achievement",NA
"989","adverbial","historic","before","gwedy","implizit","S/A","Posspro","S/A","intransitive","achievement",NA
"990","adverbial","historic","before","gwedy","implizit","S/A","Posspro","S/A","intransitive","achievement",NA
"991","adverbial","historic","before","gwedy","implizit","S/A","PP","S/A","transitive","achievement",NA
"992","adverbial","historic","before","gwedy","implizit","S/A","implizit","S/A","reflexive","activity","S/Aimplicit=S/A(UP)implicit"
"993","adverbial","historic","before","gwedy","implizit","S/A","implizit","S/A","reflexive","activity","S/Aimplicit=S/A(UP)implicit"
"994","adverbial","historic","before","gwedy","implizit","S/A","implizit","S/A","intransitive","activity","S/Aimplicit=S/A(UP)implicit"
"995","adverbial","narrative","before","gwedy","Pro","S/A","Posspro","S/A","intransitive","achievement","S/A=S/A(UP)"
"996","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"997","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"998",NA,"historic",NA,"gwedy","NP","S/A","implizit","S/A","transitive","accomplishment","S/A=S/A(UP)implicit"
"999","adverbial","narrative","before","ar","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"1000","adverbial","narrative","before","ar","Pro","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
